Conc1	2E-07	
Start1	180	
Stop1	299.8	
Kobs	0.00239319976370074	
Error Kobs	6.90827847125786E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
180	0.03527499	0	
180.2	0.05875687	0.04880024	
180.4	0.08513852	0.09285188	
180.6	0.1138996	0.132617	
180.8	0.14425108	0.1685127	
181	0.17554086	0.2009155	
181.2	0.20674229	0.23016529	
181.4	0.23670762	0.25656888	
181.6	0.26437455	0.28040321	
181.8	0.28865628	0.30191831	
182	0.30867688	0.32133984	
182.2	0.32327023	0.33887152	
182.4	0.3356904	0.35469725	
182.6	0.34662174	0.36898303	
182.8	0.3556845	0.3818787	
183	0.36438155	0.39351954	
183.2	0.3719149	0.40402764	
183.4	0.37882811	0.41351324	
183.6	0.38529854	0.42207582	
183.8	0.39144705	0.4298052	
184	0.39685975	0.43678247	
184.2	0.40170413	0.44308079	
184.4	0.40629286	0.44876625	
184.6	0.41130493	0.45389847	
184.8	0.41568044	0.4585313	
185	0.4199081	0.46271331	
185.2	0.4240443	0.46648839	
185.4	0.42752884	0.46989613	
185.6	0.43087971	0.47297227	
185.8	0.43376425	0.47574909	
186	0.43664225	0.4782557	
186.2	0.43937359	0.48051839	
186.4	0.44238316	0.48256092	
186.6	0.44496574	0.48440469	
186.8	0.44758515	0.48606905	
187	0.44977936	0.48757146	
187.2	0.45223426	0.48892767	
187.4	0.45453488	0.49015191	
187.6	0.45618011	0.49125703	
187.8	0.45788178	0.49225461	
188	0.45932933	0.49315512	
188.2	0.46079754	0.493968	
188.4	0.46202224	0.49470179	
188.6	0.46334163	0.49536417	
188.8	0.46437231	0.4959621	
189	0.46587083	0.49650184	
189.2	0.46748404	0.49698907	
189.4	0.46911808	0.49742888	
189.6	0.47052466	0.4978259	
189.8	0.47154105	0.49818429	
190	0.47261497	0.4985078	
190.2	0.47378605	0.49879983	
190.4	0.47492218	0.49906344	
190.6	0.47575254	0.49930141	
190.8	0.47670359	0.49951622	
191	0.47694426	0.49971012	
191.2	0.47784975	0.49988516	
191.4	0.47834885	0.50004316	
191.6	0.47830394	0.50018579	
191.8	0.47892431	0.50031455	
192	0.47974204	0.50043077	
192.2	0.47972634	0.50053568	
192.4	0.48066819	0.50063039	
192.6	0.48136746	0.50071588	
192.8	0.48235076	0.50079305	
193	0.48339321	0.50086271	
193.2	0.48443173	0.50092559	
193.4	0.48571321	0.50098236	
193.6	0.48655021	0.5010336	
193.8	0.48727576	0.50107985	
194	0.48789532	0.5011216	
194.2	0.48864576	0.50115929	
194.4	0.48937125	0.50119332	
194.6	0.48988649	0.50122403	
194.8	0.49027357	0.50125175	
195	0.49070279	0.50127678	
195.2	0.49133433	0.50129937	
195.4	0.4918115	0.50131976	
195.6	0.4922692	0.50133817	
195.8	0.49300667	0.50135479	
196	0.49396154	0.50136979	
196.2	0.49419167	0.50138333	
196.4	0.49503927	0.50139555	
196.6	0.49558689	0.50140659	
196.8	0.49568306	0.50141655	
197	0.49592512	0.50142554	
197.2	0.49644955	0.50143365	
197.4	0.49674573	0.50144098	
197.6	0.49699167	0.50144759	
197.8	0.49687102	0.50145356	
198	0.49697907	0.50145895	
198.2	0.49727197	0.50146382	
