Conc1	6.25E-08	
Start1	420	
Stop1	779.8	
Kobs	0.0023044491822067	
Error Kobs	1.95701090638712E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
420	-0.00375511	0	
420.2	-0.00242653	0.00114645	
420.4	-0.00108022	0.00229008	
420.6	0.00002011	0.0034309	
420.8	0.00135311	0.00456892	
421	0.00285009	0.00570414	
421.2	0.00408638	0.00683657	
421.4	0.00508071	0.00796623	
421.6	0.00615638	0.00909311	
421.8	0.00702254	0.01021722	
422	0.00777295	0.01133857	
422.2	0.0084655	0.01245716	
422.4	0.0092952	0.01357301	
422.6	0.01047402	0.01468612	
422.8	0.01169129	0.01579649	
423	0.01335234	0.01690413	
423.2	0.01514358	0.01800906	
423.4	0.01692399	0.01911127	
423.6	0.01854886	0.02021077	
423.8	0.02034623	0.02130757	
424	0.02170442	0.02240168	
424.2	0.0232104	0.0234931	
424.4	0.0246277	0.02458184	
424.6	0.02594412	0.02566791	
424.8	0.02738729	0.02675131	
425	0.02918163	0.02783204	
425.2	0.03032052	0.02891013	
425.4	0.0312737	0.02998556	
425.6	0.03237557	0.03105835	
425.8	0.03351029	0.03212851	
426	0.03454773	0.03319604	
426.2	0.03563221	0.03426095	
426.4	0.03683606	0.03532324	
426.6	0.03834156	0.03638292	
426.8	0.03978058	0.03744	
427	0.04128279	0.03849448	
427.2	0.04284796	0.03954637	
427.4	0.04420184	0.04059568	
427.6	0.04540105	0.04164241	
427.8	0.04682175	0.04268657	
428	0.04759154	0.04372817	
428.2	0.04931487	0.04476721	
428.4	0.05056092	0.04580369	
428.6	0.05215736	0.04683763	
428.8	0.05352942	0.04786903	
429	0.05522988	0.0488979	
429.2	0.05622083	0.04992423	
429.4	0.05709843	0.05094805	
429.6	0.05831989	0.05196936	
429.8	0.05956664	0.05298815	
430	0.06061413	0.05400444	
430.2	0.06172869	0.05501824	
430.4	0.06305976	0.05602954	
430.6	0.06445193	0.05703836	
430.8	0.0656797	0.05804471	
431	0.06690617	0.05904858	
431.2	0.06811856	0.06004998	
431.4	0.06942522	0.06104893	
431.6	0.07061411	0.06204542	
