Conc1	5E-08	
Start1	180	
Stop1	299.8	
Kobs	0.0033996384584118	
Error Kobs	0.000624705221162898	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
180	-0.00748174	0	
180.2	-0.00658434	0.00003429	
180.4	-0.0056104	0.00006855	
180.6	-0.00504886	0.00010278	
180.8	-0.00423194	0.00013699	
181	-0.00379702	0.00017118	
181.2	-0.00352105	0.00020535	
181.4	-0.00302835	0.00023948	
181.6	-0.002759	0.0002736	
181.8	-0.00255372	0.00030769	
182	-0.00272967	0.00034176	
182.2	-0.00293997	0.0003758	
182.4	-0.00355836	0.00040981	
182.6	-0.00408265	0.00044381	
182.8	-0.00429817	0.00047778	
183	-0.00423518	0.00051172	
183.2	-0.00430986	0.00054564	
183.4	-0.0045491	0.00057954	
183.6	-0.0048588	0.00061341	
183.8	-0.00477848	0.00064726	
184	-0.0047573	0.00068108	
184.2	-0.00487926	0.00071488	
184.4	-0.00498636	0.00074866	
184.6	-0.0051457	0.00078241	
184.8	-0.00513979	0.00081614	
185	-0.0051479	0.00084984	
185.2	-0.00483436	0.00088352	
185.4	-0.00490615	0.00091718	
185.6	-0.00475433	0.00095081	
185.8	-0.00473044	0.00098442	
186	-0.00516371	0.001018	
186.2	-0.00459981	0.00105156	
186.4	-0.00445814	0.0010851	
186.6	-0.00430107	0.00111861	
186.8	-0.00356806	0.0011521	
187	-0.0033234	0.00118556	
187.2	-0.00340995	0.00121901	
187.4	-0.00313793	0.00125242	
187.6	-0.00263387	0.00128582	
187.8	-0.0026428	0.00131918	
188	-0.00308565	0.00135253	
188.2	-0.00319402	0.00138585	
188.4	-0.00284793	0.00141915	
188.6	-0.00299135	0.00145242	
188.8	-0.00288167	0.00148568	
189	-0.00256962	0.0015189	
189.2	-0.0022568	0.00155211	
189.4	-0.00284981	0.00158529	
189.6	-0.00264516	0.00161844	
189.8	-0.00274315	0.00165157	
190	-0.00243359	0.00168468	
190.2	-0.00192156	0.00171777	
190.4	-0.00161457	0.00175083	
190.6	-0.00137429	0.00178387	
190.8	-0.00058944	0.00181688	
191	-0.00103083	0.00184987	
191.2	-0.00125968	0.00188284	
191.4	-0.00092409	0.00191578	
191.6	-0.00097547	0.0019487	
191.8	-0.00191349	0.0019816	
192	-0.00225753	0.00201448	
192.2	-0.00155945	0.00204733	
192.4	-0.00205882	0.00208015	
192.6	-0.00222359	0.00211296	
192.8	-0.00203597	0.00214574	
193	-0.00217324	0.00217849	
193.2	-0.00190211	0.00221123	
193.4	-0.0021303	0.00224394	
193.6	-0.00217639	0.00227662	
193.8	-0.00199557	0.00230929	
194	-0.00181031	0.00234193	
194.2	-0.00160504	0.00237454	
194.4	-0.0008809	0.00240714	
194.6	-0.00088357	0.00243971	
194.8	-0.00123664	0.00247226	
195	-0.00174171	0.00250478	
195.2	-0.00202459	0.00253728	
195.4	-0.00166146	0.00256976	
195.6	-0.00171423	0.00260221	
195.8	-0.00155793	0.00263464	
196	-0.00114842	0.00266705	
196.2	-0.00120182	0.00269944	
196.4	-0.00183285	0.0027318	
196.6	-0.00128082	0.00276414	
196.8	-0.00158533	0.00279646	
197	-0.00157712	0.00282875	
197.2	-0.00111574	0.00286102	
197.4	-0.00126876	0.00289327	
197.6	-0.00139033	0.00292549	
197.8	-0.00116748	0.00295769	
198	-0.00074072	0.00298987	
198.2	-0.00033789	0.00302203	
198.4	-0.00014242	0.00305416	
198.6	-0.00043053	0.00308627	
198.8	-0.00058695	0.00311835	
199	-0.00040264	0.00315042	
199.2	-0.000508	0.00318246	
199.4	-0.00006312	0.00321448	
199.6	0.00040596	0.00324647	
199.8	0.00109282	0.00327845	
200	0.0011196	0.0033104	
200.2	0.00095764	0.00334232	
200.4	0.00095288	0.00337423	
200.6	0.00109993	0.00340611	
200.8	0.00089362	0.00343797	
201	0.00123164	0.0034698	
