Conc1	5E-08	
Start1	180	
Stop1	299.8	
Kobs	0.160254346373664	
Error Kobs	0.00476235904646268	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
180	-0.00032068	0	
180.2	-0.00000342	0.0003639	
180.4	-0.00010434	0.00071606	
180.6	-0.00006335	0.00105686	
180.8	-0.00038474	0.00138666	
181	0.00021846	0.00170583	
181.2	0.00053497	0.00201469	
181.4	0.00057225	0.00231359	
181.6	0.00074617	0.00260284	
181.8	0.00120264	0.00288276	
182	0.00145657	0.00315365	
182.2	0.00161696	0.0034158	
182.4	0.00170788	0.00366949	
182.6	0.00186478	0.00391499	
182.8	0.00253511	0.00415258	
183	0.00270678	0.0043825	
183.2	0.00355822	0.00460499	
183.4	0.00416151	0.00482032	
183.6	0.00429145	0.00502869	
183.8	0.00450349	0.00523034	
184	0.00479502	0.00542548	
184.2	0.00518861	0.00561433	
184.4	0.00523453	0.00579708	
184.6	0.00545317	0.00597394	
184.8	0.00575402	0.00614509	
185	0.00655172	0.00631072	
185.2	0.00635743	0.006471	
185.4	0.0064034	0.00662612	
185.6	0.00676837	0.00677622	
185.8	0.00716569	0.00692149	
186	0.00692795	0.00706207	
186.2	0.00701323	0.00719811	
186.4	0.00684871	0.00732976	
186.6	0.00662679	0.00745717	
186.8	0.00681708	0.00758046	
187	0.00640626	0.00769978	
187.2	0.00667794	0.00781524	
187.4	0.00728144	0.00792698	
187.6	0.007876	0.00803512	
187.8	0.00797937	0.00813976	
188	0.00849847	0.00824103	
188.2	0.00848598	0.00833903	
188.4	0.0086139	0.00843387	
188.6	0.0086053	0.00852565	
188.8	0.00874859	0.00861447	
189	0.00846816	0.00870043	
189.2	0.00813336	0.00878361	
189.4	0.00815077	0.0088641	
189.6	0.00813762	0.008942	
189.8	0.00789596	0.00901738	
190	0.0079472	0.00909034	
190.2	0.00845047	0.00916094	
190.4	0.00789999	0.00922926	
190.6	0.00756382	0.00929537	
190.8	0.00777057	0.00935936	
191	0.00816942	0.00942128	
191.2	0.00908755	0.0094812	
191.4	0.00975605	0.00953918	
191.6	0.01064229	0.0095953	
191.8	0.01057499	0.00964961	
192	0.01084323	0.00970216	
192.2	0.01046554	0.00975302	
192.4	0.01016472	0.00980224	
192.6	0.01014785	0.00984987	
192.8	0.00970265	0.00989596	
193	0.00970057	0.00994056	
193.2	0.00991276	0.00998373	
193.4	0.00984724	0.0100255	
193.6	0.00959397	0.01006593	
193.8	0.00976518	0.01010505	
194	0.00965173	0.01014291	
194.2	0.00958142	0.01017954	
194.4	0.00951533	0.010215	
194.6	0.00959959	0.01024931	
194.8	0.00997091	0.01028251	
195	0.01073706	0.01031465	
195.2	0.01082936	0.01034574	
195.4	0.01067545	0.01037584	
195.6	0.01104216	0.01040496	
195.8	0.0108005	0.01043314	
196	0.01016884	0.01046041	
196.2	0.01012682	0.01048681	
196.4	0.01024561	0.01051235	
196.6	0.01044019	0.01053706	
196.8	0.01025969	0.01056098	
197	0.01047154	0.01058413	
197.2	0.01077396	0.01060653	
197.4	0.01064347	0.01062821	
197.6	0.01026227	0.01064919	
197.8	0.01021633	0.01066949	
198	0.01001501	0.01068914	
198.2	0.00980139	0.01070815	
198.4	0.00973643	0.01072655	
198.6	0.00940479	0.01074436	
198.8	0.00986082	0.01076159	
199	0.00980027	0.01077826	
199.2	0.00969542	0.0107944	
199.4	0.01009807	0.01081002	
199.6	0.01035642	0.01082513	
199.8	0.01067823	0.01083975	
200	0.01115751	0.01085391	
200.2	0.01151035	0.0108676	
200.4	0.01185432	0.01088086	
200.6	0.01199676	0.01089369	
200.8	0.01197627	0.0109061	
201	0.01262907	0.01091811	
201.2	0.01267715	0.01092974	
201.4	0.01222372	0.01094099	
201.6	0.01183734	0.01095187	
201.8	0.0112219	0.01096241	
202	0.01071955	0.0109726	
202.2	0.01030498	0.01098247	
202.4	0.01005699	0.01099202	
202.6	0.01025475	0.01100126	
202.8	0.01042576	0.0110102	
203	0.01027288	0.01101886	
203.2	0.01066113	0.01102723	
203.4	0.01073389	0.01103533	
203.6	0.0109942	0.01104318	
203.8	0.01091145	0.01105077	
204	0.01117248	0.01105811	
204.2	0.01098903	0.01106522	
204.4	0.01088244	0.0110721	
204.6	0.01089808	0.01107875	
204.8	0.01108878	0.0110852	
205	0.01130626	0.01109143	
205.2	0.01105285	0.01109746	
205.4	0.01100496	0.0111033	
205.6	0.01066511	0.01110895	
205.8	0.01027963	0.01111442	
206	0.01060481	0.01111971	
206.2	0.01113539	0.01112483	
206.4	0.01079064	0.01112978	
206.6	0.01128603	0.01113458	
206.8	0.01126653	0.01113922	
207	0.01126622	0.01114371	
207.2	0.01185768	0.01114806	
207.4	0.0120829	0.01115226	
207.6	0.01212071	0.01115633	
207.8	0.01189719	0.01116027	
208	0.01202105	0.01116408	
208.2	0.01170575	0.01116777	
208.4	0.01144393	0.01117134	
208.6	0.01167183	0.0111748	
208.8	0.01157685	0.01117814	
209	0.01132424	0.01118137	
209.2	0.01104225	0.0111845	
209.4	0.01083861	0.01118753	
209.6	0.01067479	0.01119047	
209.8	0.01123274	0.0111933	
210	0.01172781	0.01119605	
210.2	0.0120434	0.01119871	
210.4	0.01223236	0.01120128	
210.6	0.01247301	0.01120377	
210.8	0.01268383	0.01120617	
211	0.01322775	0.0112085	
211.2	0.01343805	0.01121076	
211.4	0.01306179	0.01121294	
211.6	0.01288305	0.01121505	
211.8	0.01269474	0.0112171	
212	0.01253418	0.01121908	
212.2	0.01211754	0.01122099	
212.4	0.01209147	0.01122284	
212.6	0.01217722	0.01122464	
212.8	0.01159755	0.01122637	
213	0.01139572	0.01122805	
213.2	0.01169381	0.01122967	
213.4	0.01240625	0.01123125	
213.6	0.01196119	0.01123277	
213.8	0.01193892	0.01123424	
214	0.01227472	0.01123567	
214.2	0.01251867	0.01123704	
214.4	0.01260911	0.01123838	
214.6	0.01245088	0.01123967	
214.8	0.01287526	0.01124092	
215	0.01282915	0.01124213	
215.2	0.01186894	0.0112433	
215.4	0.01139528	0.01124443	
215.6	0.01147067	0.01124553	
215.8	0.01112504	0.01124659	
216	0.01135444	0.01124762	
216.2	0.0114587	0.01124861	
216.4	0.01121821	0.01124957	
216.6	0.01147607	0.0112505	
216.8	0.01085071	0.0112514	
217	0.01135992	0.01125227	
217.2	0.01230405	0.01125311	
217.4	0.01217558	0.01125393	
217.6	0.01173355	0.01125472	
217.8	0.01205365	0.01125548	
218	0.0127819	0.01125622	
218.2	0.01310261	0.01125694	
218.4	0.01304048	0.01125763	
218.6	0.01301065	0.0112583	
218.8	0.01335902	0.01125895	
219	0.01322656	0.01125958	
219.2	0.01273317	0.01126019	
219.4	0.01252993	0.01126077	
219.6	0.01287423	0.01126134	
219.8	0.01239674	0.01126189	
220	0.01262375	0.01126243	
220.2	0.01241493	0.01126294	
220.4	0.01155204	0.01126344	
220.6	0.01129919	0.01126392	
220.8	0.0106922	0.01126439	
221	0.01069972	0.01126484	
221.2	0.01060006	0.01126528	
221.4	0.01030581	0.0112657	
221.6	0.01033657	0.01126611	
221.8	0.01011438	0.01126651	
222	0.00978823	0.01126689	
222.2	0.00955853	0.01126726	
222.4	0.00944282	0.01126762	
222.6	0.00959468	0.01126797	
222.8	0.00986957	0.01126831	
223	0.00983815	0.01126863	
223.2	0.01027624	0.01126895	
223.4	0.01039752	0.01126925	
223.6	0.01088678	0.01126955	
223.8	0.01111743	0.01126983	
224	0.01112721	0.01127011	
224.2	0.01098675	0.01127038	
224.4	0.01096416	0.01127064	
224.6	0.01051787	0.01127089	
224.8	0.01061311	0.01127113	
225	0.01070161	0.01127137	
225.2	0.01062731	0.01127159	
225.4	0.01121694	0.01127181	
225.6	0.01096403	0.01127202	
225.8	0.0106364	0.01127223	
226	0.01036583	0.01127243	
226.2	0.01043996	0.01127262	
226.4	0.01009664	0.01127281	
226.6	0.00984307	0.01127299	
226.8	0.00986605	0.01127316	
227	0.01001594	0.01127333	
227.2	0.01039905	0.0112735	
227.4	0.01020156	0.01127366	
227.6	0.01041504	0.01127381	
227.8	0.0103834	0.01127396	
228	0.0103768	0.0112741	
228.2	0.01085361	0.01127424	
