Conc1	5E-08	
Start1	180	
Stop1	299.8	
Kobs	0.0972439915747857	
Error Kobs	0.00132414856037619	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
180	0.00681814	0	
180.2	0.0075793	0.00058972	
180.4	0.00737239	0.00116623	
180.6	0.0074046	0.00172983	
180.8	0.00779893	0.00228081	
181	0.00788448	0.00281945	
181.2	0.00814094	0.00334603	
181.4	0.00807996	0.00386082	
181.6	0.00859852	0.00436408	
181.8	0.00877451	0.00485607	
182	0.00928282	0.00533705	
182.2	0.0098519	0.00580725	
182.4	0.01037983	0.00626693	
182.6	0.01041184	0.00671631	
182.8	0.01010065	0.00715563	
183	0.01060571	0.00758511	
183.2	0.01143501	0.00800498	
183.4	0.0120801	0.00841544	
183.6	0.01327781	0.00881671	
183.8	0.01345185	0.009209	
184	0.01395155	0.0095925	
184.2	0.01434728	0.00996741	
184.4	0.01348608	0.01033393	
184.6	0.01358542	0.01069224	
184.8	0.01391169	0.01104253	
185	0.01424814	0.01138497	
185.2	0.01491738	0.01171975	
185.4	0.01497532	0.01204703	
185.6	0.01528108	0.01236698	
185.8	0.01528424	0.01267976	
186	0.01569914	0.01298555	
186.2	0.01600714	0.01328448	
186.4	0.01575678	0.01357672	
186.6	0.01572103	0.01386242	
186.8	0.01640951	0.01414172	
187	0.01626186	0.01441476	
187.2	0.01645738	0.01468169	
187.4	0.01607596	0.01494264	
187.6	0.01541485	0.01519775	
187.8	0.01548173	0.01544715	
188	0.01496979	0.01569096	
188.2	0.01399292	0.01592932	
188.4	0.01392684	0.01616233	
188.6	0.01415047	0.01639013	
188.8	0.01487149	0.01661283	
189	0.01570982	0.01683054	
189.2	0.01593023	0.01704337	
189.4	0.0158896	0.01725144	
189.6	0.01622503	0.01745485	
189.8	0.01679644	0.01765371	
190	0.0176677	0.01784811	
190.2	0.01806823	0.01803816	
190.4	0.01791919	0.01822395	
190.6	0.01850393	0.01840558	
190.8	0.01833808	0.01858315	
191	0.01850679	0.01875674	
191.2	0.01907865	0.01892644	
191.4	0.01918995	0.01909234	
191.6	0.01915107	0.01925453	
191.8	0.02011003	0.01941308	
192	0.02005357	0.01956809	
192.2	0.02014938	0.01971962	
192.4	0.02104416	0.01986776	
192.6	0.02086036	0.02001258	
192.8	0.0206826	0.02015416	
193	0.02055659	0.02029257	
193.2	0.02042345	0.02042789	
193.4	0.02110369	0.02056017	
193.6	0.0209433	0.02068948	
193.8	0.02095292	0.02081591	
194	0.02113158	0.0209395	
194.2	0.02063921	0.02106032	
194.4	0.02041088	0.02117844	
194.6	0.02052465	0.02129392	
194.8	0.02072446	0.0214068	
195	0.02167051	0.02151716	
195.2	0.02135342	0.02162505	
195.4	0.0215246	0.02173052	
195.6	0.02157536	0.02183364	
195.8	0.02222128	0.02193444	
196	0.02220013	0.02203298	
196.2	0.02207681	0.02212932	
196.4	0.0223935	0.0222235	
196.6	0.02150553	0.02231557	
196.8	0.02113883	0.02240558	
197	0.02089381	0.02249358	
197.2	0.02169831	0.0225796	
197.4	0.02197471	0.0226637	
197.6	0.02144474	0.02274591	
197.8	0.02145006	0.02282629	
198	0.02142798	0.02290486	
198.2	0.02133849	0.02298168	
198.4	0.02134892	0.02305677	
198.6	0.02151468	0.02313018	
198.8	0.02157909	0.02320195	
199	0.02156335	0.02327211	
199.2	0.02111843	0.02334071	
199.4	0.02152401	0.02340776	
199.6	0.02175743	0.02347331	
199.8	0.0218837	0.0235374	
200	0.02228282	0.02360005	
200.2	0.02271188	0.0236613	
200.4	0.02291914	0.02372117	
200.6	0.02219664	0.02377971	
200.8	0.02177878	0.02383693	
201	0.02185201	0.02389287	
201.2	0.0229368	0.02394756	
201.4	0.02223755	0.02400103	
201.6	0.02234014	0.0240533	
201.8	0.02219268	0.0241044	
202	0.02282106	0.02415435	
202.2	0.02359449	0.02420318	
202.4	0.0238331	0.02425093	
202.6	0.02429267	0.0242976	
202.8	0.02421396	0.02434323	
203	0.02418163	0.02438783	
203.2	0.02480546	0.02443144	
203.4	0.02503119	0.02447407	
203.6	0.02500081	0.02451574	
203.8	0.0250889	0.02455649	
204	0.02493439	0.02459632	
204.2	0.02463078	0.02463526	
204.4	0.02399957	0.02467332	
204.6	0.02318015	0.02471054	
204.8	0.02274427	0.02474692	
205	0.02275905	0.02478248	
205.2	0.02234839	0.02481725	
205.4	0.02135833	0.02485124	
205.6	0.02121422	0.02488447	
205.8	0.02147331	0.02491696	
206	0.0224126	0.02494872	
206.2	0.02273325	0.02497976	
206.4	0.02253119	0.02501011	
206.6	0.02265938	0.02503979	
206.8	0.0230321	0.02506879	
207	0.02289149	0.02509715	
207.2	0.02411957	0.02512488	
207.4	0.02398613	0.02515198	
207.6	0.02392241	0.02517847	
207.8	0.02441336	0.02520438	
208	0.02443262	0.0252297	
208.2	0.02483224	0.02525445	
208.4	0.02495722	0.02527865	
208.6	0.02502505	0.02530231	
208.8	0.02508168	0.02532544	
209	0.02512523	0.02534805	
209.2	0.02491375	0.02537016	
209.4	0.02420855	0.02539177	
209.6	0.0240889	0.02541289	
209.8	0.02430594	0.02543355	
210	0.0240404	0.02545374	
210.2	0.02370564	0.02547348	
210.4	0.02372688	0.02549277	
210.6	0.02365538	0.02551164	
210.8	0.02414391	0.02553008	
211	0.02417539	0.02554811	
211.2	0.02487514	0.02556573	
211.4	0.02452819	0.02558296	
211.6	0.02437132	0.02559981	
211.8	0.02507435	0.02561627	
212	0.0249579	0.02563237	
